valid,R0,beta,gamma,c0,q0,N,eta,eta_frac,eta_percent,S0,I0,a,rho1,S_star,S_c,S_bar,t1,t2,Delta_t,S_end,t_end,q_max,q_mean,J_q,J,I_pre,I_wall,I_post,I_t_cum,Imax_pre,platform_error,q_t2_error,cum_decomp_error
1,5.5539167380137,0.155,0.3504,12.75,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,124.893968029471,753.091598208703,137.380525490715,114.315063377609,1.28177806889275,27.3305492877408,26.048771218848,97.3408447646877,56.7391911606106,0.820361694389484,0.422830288186463,10.7812267121973,12.3111335600194,8.22421599759266,154.283335280579,36.9645409446173,199.472092222789,354.880284676383,NaN,5.20417042793042e-17,0
1,5.66281706621005,0.155,0.3504,13,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,122.492160951981,753.12943607914,134.738592308201,112.116696774194,1.25178174848576,26.9758668610171,25.7240851125314,95.1300180235651,56.1216161044125,0.82382512881141,0.425565921336815,10.7183057889837,12.3110240648138,8.18928416283105,153.965184709153,36.5665444717351,198.721013343719,359.01828493861,NaN,2.74086309204336e-16,0
1,5.77171739440639,0.155,0.3504,13.25,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,120.180988103831,753.165541731452,132.196354717481,110.001287401096,1.2231574831638,26.6309315990218,25.407774115858,93.0065998501714,55.5212903134911,0.827157469199635,0.428226830008524,10.6551657637534,12.3076286027767,8.15595150784963,153.650233468201,36.179891351144,197.986076327195,363.044588099763,NaN,2.74086309204336e-16,0
1,5.88061772260274,0.155,0.3504,13.5,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,117.955414250056,753.200031479461,129.748274074564,107.964226523297,1.19581322632156,26.2953532325568,25.0995400062352,90.9656233448722,54.9374743551071,0.830366024864312,0.430816501862295,10.5919095835894,12.3012099102342,8.12411065199522,153.338684346183,35.8040537497745,197.266848747953,366.963768357434,NaN,5.20417042793042e-17,0
1,5.98951805079909,0.155,0.3504,13.75,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,115.8107703546,753.233011449384,127.389214545936,106.00124058651,1.16966498583191,25.9687606563747,24.7990956705428,89.0024878600922,54.3694702886519,0.833457571262602,0.433338197041548,10.5286280705581,12.2920094183895,8.09366361978946,153.030701214839,35.4385375851993,196.562902419828,370.780155408571,NaN,5.20417042793042e-17,0
1,6.09841837899543,0.155,0.3504,14,0.01526,763,7.63,0.01,1,762,1,0.909109697923758,113.742720883983,753.264578671521,125.11440714333,104.108361290323,1.14463596179052,25.6508009506184,24.5061649888278,87.1129259865017,53.8166188844128,0.83643839790315,0.435794967094146,10.4654013111892,12.2802491636713,8.06452083308282,152.726414510258,35.0828798009011,195.873815144242,374.497850038029,NaN,5.20417042793042e-17,0
1,2.61360787671233,0.155,0.3504,6,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,265.399682062626,736.297348227965,291.93361666777,242.919509677419,4.91062474195188,24.1536841824597,19.2430594405079,206.393073143275,61.2469280717176,0.609561666398379,0.290679204460099,5.38203802270963,4.26954135677377,23.7286288647908,155.822349281888,78.9708325890968,258.521810735776,173.712113090637,NaN,2.74086309204336e-16,0
1,2.72250820490868,0.155,0.3504,6.25,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,254.783694780121,736.944086805604,280.256272001059,233.202729290323,4.59617515849874,23.5623895336868,18.966214375188,196.642821738905,59.9661907166854,0.62550814066967,0.29917399560746,5.46821872251282,4.46755241067498,23.1315613008116,156.481712328814,77.1917445317439,256.805018161369,184.112513567563,NaN,5.20417042793042e-17,0
1,2.83140853310502,0.155,0.3504,6.5,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,244.984321903963,737.51210793733,269.477184616403,224.233393548387,4.31965219980034,23.0023718442071,18.6827196444067,187.678293706991,58.7570576104504,0.640189008528514,0.307139781473598,5.5376120875987,4.64659992092909,22.6071655014352,156.959599090299,75.5165475203136,255.083312112048,194.105172068437,NaN,2.74086309204336e-16,0
1,2.94030886130137,0.155,0.3504,6.75,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,235.910828500112,738.015000316744,259.496548149128,215.928453046595,4.07457227331214,22.4709297157244,18.3963574424123,179.410206343892,57.6130550879193,0.653751440397959,0.314632682362562,5.59271165306117,4.80836125151426,22.1428964160553,157.290674899541,73.9355261352001,253.369097450797,203.706872535377,NaN,5.20417042793042e-17,0
1,3.04920918949772,0.155,0.3504,7,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,227.485441767965,738.463387022487,250.22881428666,208.216722580645,3.85585234582035,21.965743976358,18.1098916305377,171.762207115112,56.5285677540914,0.666320190125903,0.321700457701745,5.63560277859227,4.95438911145719,21.7289468429592,157.502334284799,72.440190855279,251.671471983038,212.935002838053,NaN,5.20417042793042e-17,0
1,3.15810951769406,0.155,0.3504,7.25,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,219.64111618976,738.865694571828,241.600234483671,201.036835595106,3.65945058012131,21.4847902267722,17.8253396466509,164.668623295637,55.4986764844585,0.678001811894486,0.3283841052927,5.66803778499508,5.08610854031441,21.3575374408286,157.616429776105,71.0230861018561,249.99705331879,221.807043668198,NaN,2.74086309204336e-16,0
1,3.26700984589041,0.155,0.3504,7.5,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,212.319745650101,739.228693951471,233.546893334216,194.335607741935,3.48211237033556,21.0262790383511,17.5441666680155,158.072664811926,54.5190378651012,0.688887931943517,0.334719088344706,5.69149571412944,5.20481989032712,21.0224172503478,157.650537878969,69.6776337844781,248.350588913795,230.340226377597,NaN,2.74086309204336e-16,0
1,3.37591017408676,0.155,0.3504,7.75,0.01526,763,15.26,0.02,2,762,1,0.909109697923758,205.470721596872,739.55788893731,226.013122581499,188.066717169615,3.32118734662599,20.588613479466,17.26742613284,151.924977398385,53.5857918327891,0.699057821354981,0.340736291852284,5.70723015978834,5.31170517722061,20.7185051982999,157.618900011349,68.3980048410266,246.735410050675,238.551308899843,NaN,2.74086309204336e-16,0
