valid,R0,beta,gamma,c0,q0,N,eta,eta_frac,eta_percent,S0,I0,a,rho1,S_star,S_c,S_bar,t1,t2,Delta_t,S_end,t_end,q_max,q_mean,J_q,J,I_pre,I_wall,I_post,I_t_cum,Imax_pre,q_t2_error
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.8184,0.0168,1.68,762,1,0.909109697923758,159.239809237576,745.062761300505,175.160170000662,145.751705806452,2.19247398987399,20.1359157992016,17.9434418093276,116.049492241647,50.480238549245,0.768493025332019,0.384932784905346,6.73599336316303,7.05131464849553,15.6364197227294,156.436981687001,54.5708414419705,226.644242851701,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,12.971,0.017,1.7,762,1,0.909109697923758,159.239809237576,744.843303950058,175.160170000662,145.751705806452,2.20285650218075,19.9330445856459,17.7301880834652,115.72132417166,50.214645466876,0.768424815136665,0.384886182313432,6.65509853665976,6.96583722719357,15.839022242757,156.394691660549,54.8738054476721,227.107519350979,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.1236,0.0172,1.72,762,1,0.909109697923758,159.239809237576,744.623826716849,175.160170000662,145.751705806452,2.21312153263877,19.7350143060267,17.5218927733879,115.395875898448,49.9545460094616,0.768356558549876,0.384839555383885,6.57608438844042,6.88234696581203,16.0416431185048,156.352394770712,55.1742585432599,227.568296432477,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.2762,0.0174,1.74,762,1,0.909109697923758,159.239809237576,744.404329583745,175.160170000662,145.751705806452,2.2232718010508,19.5416566993524,17.3183848983016,115.073095703189,49.6997624405933,0.768288255519816,0.384792904092475,6.49888606704375,6.80077534116716,16.2442823657896,156.31009101114,55.4722484754333,228.026621852363,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.4288,0.0176,1.76,762,1,0.909109697923758,159.239809237576,744.184812533591,175.160170000662,145.751705806452,2.23330993396955,19.3528111832343,17.1195012492647,114.752933472087,49.4501247869756,0.768219905994566,0.384746228414937,6.42344166880154,6.72105694476496,16.4469400004493,156.267780375475,55.7678215091309,228.482541885055,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.5814,0.0178,1.78,762,1,0.909109697923758,159.239809237576,743.965275549206,175.160170000662,145.751705806452,2.24323846891282,19.1683244214807,16.9250859525679,114.435340627563,49.2054704143389,0.768151509922128,0.384699528326967,6.34969207223231,6.64312930781857,16.6496160383445,156.225462857349,56.0610224910636,228.936101386757,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.734,0.018,1.8,762,1,0.909109697923758,159.239809237576,743.745718613389,175.160170000662,145.751705806452,2.25305985834274,18.9880499205633,16.7349900622206,114.120270063181,48.9656436310233,0.768083067250417,0.384652803804226,6.27758078347533,6.56693273793128,16.8523104953565,156.183138450385,56.3518949097824,229.387343855524,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,13.8866,0.0182,1.82,762,1,0.909109697923758,159.239809237576,743.526141708912,175.160170000662,145.751705806452,2.26277647342543,18.8118476527329,16.5490711793075,113.807676082082,48.7304953171601,0.768014577927268,0.384606054822338,6.20705379191592,6.49241016654751,17.0550233873891,156.140807148198,56.6404809525249,229.836311488112,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,14.0392,0.0184,1.84,762,1,0.909109697923758,159.239809237576,743.306544818525,175.160170000662,145.751705806452,2.27239060758511,18.6395837037543,16.3671930961692,113.497514338682,48.499882577517,0.767946041900433,0.384559281356892,6.13805943522634,6.41950700635286,17.2577547303674,156.098468944391,56.9268215590299,230.283045233789,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,14.1918,0.0186,1.86,762,1,0.909109697923758,159.239809237576,743.086927924955,175.160170000662,145.751705806452,2.2819044798661,18.471129943405,16.1892254635389,113.189741783443,48.2736684162642,0.767877459117581,0.38451248338344,6.07054827311387,6.34817101787398,17.4605045402386,156.056123832561,57.2109564725328,230.727584845333,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,14.3444,0.0188,1.88,762,1,0.909109697923758,159.239809237576,742.867291010903,175.160170000662,145.751705806452,2.29132023811502,18.3063637170407,16.0150434789256,112.884316610504,48.0517214320568,0.767808829526295,0.384465660877495,6.00447296912744,6.27835218459339,17.6632728329725,156.013771806293,57.4929242881067,231.169968927372,300.380128899381,2.74086309204336e-16
1,4.35601312785388,0.155,0.3504,10,0.01526,763,14.497,0.019,1.9,762,1,0.909109697923758,159.239809237576,742.647634059048,175.160170000662,145.751705806452,2.30063996199449,18.1451675566735,15.8445275946791,112.581198208008,47.8339155319639,0.767740153074079,0.384418813814536,5.93978817992912,6.21000259595189,17.8660596245598,155.971412859164,57.7727624985259,231.61023498225,300.380128899381,2.74086309204336e-16
